Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority
British Paints,Chemicals & Petrochemicals,Paints Coatings,Decorative,Penetration,Mumbai,"Mohali (PB), Sikandrabad (UP)",300.0,400.0,11.0,
Motorol India,Energy & Fuel,Lubricants,2W/Auto,Penetration,Mumbai,Silvassa,250.0,200.0,11.0,
Precision Pipes,Building & Construction,Pipes Fittings,HDPE,Penetration,Ahmedabad,Ahmedabad (GJ),300.0,350.0,11.0,
Haifa India,Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Mumbai,,800.0,100.0,11.0,
Tata Metaliks (Ferro),Steel & Metals,Ferro Alloys,Ferro Si,Penetration,Kolkata,Kharagpur (WB),300.0,200.0,11.0,
Infinity Bitumen,Energy & Fuel,Bitumen,Trading,Penetration,Mumbai,"Mumbai, Vizag",250.0,100.0,11.0,
Drools (SAI),Agriculture & Food,Animal Feed,Pet,Penetration,Faridabad,Faridabad (HR),400.0,300.0,11.0,
JSW Cement (Blocks),Building & Construction,Blocks Bricks,AAC,Penetration,Mumbai,"Nandyal (AP), Vijayanagar (KA)",200.0,280.0,11.0,
Lohia Auto,Auto & Engineering,Two Wheelers Tractors,EV 3W,Penetration,Kashipur,Kashipur (UK),400.0,500.0,11.0,
Jayant Agro Wire,Steel & Metals,Steel Wire Products,Fencing,Penetration,Nagpur,"Nagpur (MH), Raipur (CG)",250.0,300.0,11.0,
BuildMate (BILT),Building & Construction,Blocks Bricks,AAC,Penetration,Delhi,"Delhi NCR, Lucknow",200.0,280.0,11.0,
Transpek Industry,Chemicals & Petrochemicals,Acids Solvents,Chlor,Penetration,Vadodara,Vadodara (GJ),500.0,300.0,11.0,
Bhagyanagar Sponge,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Hyderabad,Srikakulam (AP),350.0,300.0,11.0,
Camson Bio,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Bangalore,Bangalore (KA),300.0,400.0,11.0,
Pankaj Steel,Steel & Metals,Steel Structural,TMT,Penetration,Raipur,Raipur (CG),1200.0,500.0,11.0,
Agarwal Foundries,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,"Bhilai (CG), Raipur (CG)",1200.0,600.0,11.0,
Renacon Buildtech,Building & Construction,Blocks Bricks,AAC,Penetration,Jaipur,"Jaipur (RJ), Bhiwadi",200.0,280.0,11.0,
BRPL (Bhushan),Steel & Metals,Ferro Alloys,Captive,Penetration,Delhi,Sambalpur (OD),300.0,200.0,11.0,
Sanchit Alloys,Steel & Metals,Ferro Alloys,Silico Mn,Penetration,Nagpur,Nagpur (MH),300.0,350.0,11.0,
Asia Pacific Breweries,FMCG & Consumer,Beverages,Beer,Penetration,Singapore,Aurangabad (MH),300.0,200.0,11.0,
Sterling Gas,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Penetration,Mumbai,"Maharashtra, Gujarat",250.0,200.0,11.0,
Shree Steel Wire Ropes,Steel & Metals,Steel Pipes Tubes,Tubes,Penetration,Raipur,Raipur (CG),800.0,350.0,11.0,
Aercon AAC,Building & Construction,Blocks Bricks,AAC,Expansion,Ahmedabad,"Ahmedabad (GJ), Wankaner",200.0,300.0,11.0,
Chemtron Science Labs,Chemicals & Petrochemicals,Industrial Gases,Specialty,Penetration,Mumbai,"Maharashtra (Thane, Navi Mumbai)",250.0,180.0,11.0,
GAIL Gases,Chemicals & Petrochemicals,Industrial Gases,Hydrogen,Penetration,Delhi,"Gujarat, Maharashtra",350.0,200.0,11.0,
MAN Trucks India,Auto & Engineering,Auto Oem,CV,Penetration,Indore,Pithampur (MP),800.0,350.0,11.0,
Wacker India,Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,Mumbai,Mumbai,500.0,200.0,11.0,
Premier Wire & Cable,Steel & Metals,Steel Wire Products,Strand,Penetration,Hyderabad,Hyderabad (TS),250.0,280.0,11.0,
IIG (Industrial),Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Penetration,Chennai,South India,250.0,200.0,11.0,
Adisseo India,Agriculture & Food,Animal Feed,Additives,Penetration,,Goa,400.0,150.0,11.0,
Jai Shri Industries,Steel & Metals,Steel Wire Products,Wire,Penetration,Indore,Indore (MP),250.0,300.0,11.0,
Sunrise Marble,Building & Construction,Stone Aggregates,Marble,Expansion,Kishangarh,Kishangarh (RJ),350.0,400.0,11.0,
Huntsman India,Chemicals & Petrochemicals,Adhesives Sealants,Polyurethane,Penetration,Pune,Ankleshwar (GJ),500.0,250.0,11.0,
Sagar Polymers,Building & Construction,Pipes Fittings,PVC,Penetration,Indore,Indore (MP),300.0,350.0,11.0,
Mesco Steel,Steel & Metals,Steel Flats Longs,Re-roller,Penetration,Kolkata,Rourkela (OD),1200.0,500.0,11.0,
Kamineni Steel,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Hyderabad,Hyderabad (TS),350.0,300.0,11.0,
Hindalco Rubber,Chemicals & Petrochemicals,Rubber Latex,Industrial,Penetration,Mumbai,Renukoot (UP),250.0,400.0,11.0,
Bhuwalka Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,"Bhilai (CG), Raipur (CG)",1100.0,500.0,11.0,
Prince Pipes,Chemicals & Petrochemicals,Adhesives Sealants,Buyer,Penetration,Mumbai,Pan-India,3500.0,2000.0,11.0,
Cosmo Ferrites,Building & Construction,Pipes Fittings,PE,Penetration,Delhi,Bhiwadi (RJ),300.0,350.0,11.0,
Vardhman Industries,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Raipur,Raipur (CG),350.0,300.0,11.0,
Sunflag Iron,Steel & Metals,Steel Semi Finished,Alloy,Penetration,Nagpur,Bhandara (MH),1200.0,600.0,11.0,
BPL Medical,FMCG & Consumer,Pharma Healthcare,Medical Devices,Penetration,Bangalore,"Bangalore (KA), Palakkad (KL)",600.0,1500.0,10.5,
Herman Miller,Building & Construction,Furniture Wood,Premium,Penetration,Pune,,400.0,150.0,10.0,
Sudal Industries,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Delhi,"Pithampur (MP), Haridwar (UK)",450.0,350.0,10.0,
Kalpena Industries,Steel & Metals,Steel Wire Products,GI Wire,Penetration,Delhi,Bhiwadi (RJ),200.0,250.0,10.0,
Ajeet Seeds,Agriculture & Food,Seeds Planting Material,Cotton,Penetration,Jalna,Jalna (MH),700.0,300.0,10.0,
Hershey India,FMCG & Consumer,Beverages,Beverages,Penetration,Mumbai,Baddi (HP),250.0,300.0,10.0,
MRF (Laminates),Building & Construction,Furniture Wood,Laminates,Penetration,Chennai,Chennai,300.0,400.0,10.0,
Triumph India,Auto & Engineering,Two Wheelers Tractors,2W,Penetration,Gurugram,Manesar (HR),400.0,200.0,10.0,
BEML (Rubber Div),Chemicals & Petrochemicals,Rubber Latex,Mining,Penetration,Bangalore,Bangalore (KA),200.0,300.0,10.0,
Classic Stripes (Glass Bottles),Building & Construction,Glass Glazing,Packaging,Penetration,Mumbai,Daman,200.0,150.0,10.0,
Topland Engines (Glass),Building & Construction,Glass Glazing,Container,Penetration,Hyderabad,Hyderabad (TS),200.0,250.0,10.0,
Triveni Glass,Building & Construction,Glass Glazing,Container,Penetration,Firozabad,Firozabad (UP),200.0,300.0,10.0,
Schunk India,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Penetration,,Pune (MH),600.0,200.0,10.0,
RG Builders (Blocks),Building & Construction,Blocks Bricks,Concrete,Penetration,Gurugram,"Delhi NCR, Punjab, Haryana",180.0,400.0,10.0,
Morgan Advanced India,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Expansion,,Bangalore,600.0,200.0,10.0,
Ajio (Reliance),E-commerce & Retail,Ecommerce Retail,Fashion,Penetration,Mumbai,"Mumbai, Delhi, Bangalore",8000.0,4000.0,10.0,
Vadilal Gases,Chemicals & Petrochemicals,Industrial Gases,CO2/Specialty,Penetration,Ahmedabad,Gujarat,200.0,250.0,10.0,
Suryoday Steel,Steel & Metals,Steel Coils,HR/CR,Penetration,Raipur,Bhilai (CG),1200.0,600.0,10.0,
Bombay Oxygen,Chemicals & Petrochemicals,Industrial Gases,Industrial,Penetration,Mumbai,Maharashtra,200.0,180.0,10.0,
Aditya Birla Gases,Chemicals & Petrochemicals,Industrial Gases,Captive,Penetration,Mumbai,"Hindalco, Grasim locations",300.0,200.0,10.0,
Goel Gas,Chemicals & Petrochemicals,Industrial Gases,Cylinders,Penetration,Ghaziabad,North India,180.0,300.0,10.0,
Akay Impex (Acetylene),Chemicals & Petrochemicals,Industrial Gases,Process,Penetration,Mumbai,"Maharashtra, Gujarat",200.0,200.0,10.0,
Pesticides India,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Udaipur,Udaipur (RJ),250.0,300.0,10.0,
Subway India,FMCG & Consumer,Dairy Products,QSR,Penetration,Mumbai,Pan-India,0.0,0.0,10.0,
Nandini (Private),FMCG & Consumer,Dairy Products,Private,Penetration,Bangalore,"Bangalore, Mysore",800.0,400.0,10.0,
Shree Anna,FMCG & Consumer,Food Grains Staples,Millets,Penetration,Hyderabad,"Karnataka, Telangana",200.0,200.0,10.0,
Swiggy Instamart,E-commerce & Retail,Ecommerce Retail,Quick Commerce,Penetration,Bangalore,All metros,6000.0,12000.0,10.0,
Rajashree Polyfil,Mining & Minerals,Industrial Minerals,Silica,Penetration,Bhilwara,"Bhilwara (RJ), Silvassa",200.0,300.0,10.0,
RAK Ceramics (India),Building & Construction,Tiles Sanitaryware,Tiles,Expansion,UAE,Samalkot (AP),700.0,,10.0,
Hills Pet Nutrition,Agriculture & Food,Animal Feed,Pet,Penetration,,,500.0,100.0,10.0,
Gujarat Mineral Dev,Building & Construction,Gypsum Plaster,Mining,Penetration,Gandhinagar,Kutch,300.0,500.0,10.0,
Ashirvad Pipes (Aliaxis),Chemicals & Petrochemicals,Adhesives Sealants,Buyer,Penetration,Bangalore,"Bangalore, Kolhapur",3000.0,1500.0,10.0,
Econ Block,Building & Construction,Blocks Bricks,AAC,Penetration,Mumbai,"Mumbai, Pune",180.0,250.0,10.0,
Captain Tractors,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Rajkot,Rajkot (GJ),400.0,500.0,10.0,
E-Parisaraa,Steel & Metals,Metal Scrap,E-Waste,Penetration,Bangalore,Bangalore (KA),300.0,250.0,10.0,
Star AAC,Building & Construction,Blocks Bricks,AAC,Penetration,Ahmedabad,"Ahmedabad (GJ), Rajkot",180.0,250.0,10.0,
Force Motors (Tractors),Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Pune,Pithampur (MP),500.0,400.0,10.0,
Epsilon Carbon,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Penetration,Bangalore,Bellary (KA),600.0,250.0,10.0,
Shree Cement (Gypsum),Building & Construction,Gypsum Plaster,Mining,Expansion,Kolkata,"Beawar (RJ), Ras (RJ)",500.0,300.0,10.0,
IFGL Refractories,Building & Construction,Refractories,Multi,Expansion,Kolkata,"Kalunga (OD), Kandla (GJ), Bhiwadi",700.0,,10.0,
Decathlon India,E-commerce & Retail,Ecommerce Retail,Sports Retail,Penetration,Bangalore,Pan-India,5000.0,6000.0,10.0,
Godrej Properties,Building & Construction,Gypsum Plaster,Real Estate,Penetration,Mumbai,Pan-India projects,0.0,0.0,10.0,
Esdee Paints,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Kolkata,"Kolkata (WB), Mumbai",250.0,300.0,10.0,
Danone India,FMCG & Consumer,Dairy Products,Premium,Penetration,Gurugram,Sonepat (HR),800.0,300.0,10.0,
Topline Wire Industries,Steel & Metals,Steel Wire Products,Binding,Penetration,Raipur,Raipur (CG),200.0,250.0,10.0,
Shakti TMT,Steel & Metals,Steel Structural,TMT,Penetration,Chandigarh,Dera Bassi (PB),1000.0,400.0,10.0,
Dhanlaxmi Steel,Steel & Metals,Steel Structural,TMT,Penetration,Raipur,Bhilai (CG),1000.0,400.0,10.0,
Baskin Robbins (India),FMCG & Consumer,Dairy Products,Ice Cream,Penetration,Mumbai,"Pune (MH), Manesar (HR)",800.0,400.0,10.0,
Nova Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Bhubaneswar,Sambalpur (OD),1000.0,500.0,10.0,
Pushpak Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,"Raipur (CG), Durg (CG)",1000.0,500.0,10.0,
Mahindra Sanyo,Steel & Metals,Steel Semi Finished,Auto,Penetration,Mumbai,Khopoli (MH),1000.0,400.0,10.0,
Caesarstone India,Building & Construction,Stone Aggregates,Premium,Penetration,Israel,Bangalore,400.0,150.0,10.0,
Waudhani Polymers,Building & Construction,Pipes Fittings,PVC,Penetration,Nagpur,"Nagpur (MH), Raipur (CG)",250.0,300.0,10.0,
Nagpur Alloys,Steel & Metals,Ferro Alloys,Ferro Mn,Penetration,Nagpur,Butibori (MH),250.0,300.0,10.0,
BigBasket (Tata),E-commerce & Retail,Ecommerce Retail,Grocery,Expansion,Bangalore,All metros + Tier 1,10000.0,25000.0,10.0,
Chhattisgarh Ispat,Steel & Metals,Ferro Alloys,Silico Mn,Penetration,Raipur,Raipur (CG),250.0,300.0,10.0,
Impex Ferro Tech,Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Vizag,Vizianagaram (AP),250.0,300.0,10.0,
Bhoomi Stones,Building & Construction,Stone Aggregates,Granite,Penetration,Bangalore,"Bangalore (KA), Chennai",350.0,300.0,10.0,
Kolor Kote (JSK),Chemicals & Petrochemicals,Paints Coatings,Powder Coatings,Penetration,Delhi,"Bhiwadi (RJ), Hosur (TN)",250.0,400.0,10.0,
Kelvin Pipes,Building & Construction,Pipes Fittings,PVC,Penetration,Hyderabad,Hyderabad (TS),250.0,300.0,10.0,
Viraj Profiles (Ferro),Steel & Metals,Ferro Alloys,Captive,Penetration,Mumbai,Tarapur (MH),250.0,150.0,10.0,
Pennar Aluminium,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Hyderabad,Hyderabad (TS),400.0,300.0,9.3,
Monster Energy,FMCG & Consumer,Beverages,Energy,Penetration,Bangalore,Imported/Licensed,400.0,100.0,9.0,
Takii India,Agriculture & Food,Seeds Planting Material,Vegetable,Penetration,,Bangalore,600.0,200.0,9.0,
Regatta Granites,Building & Construction,Stone Aggregates,Granite,Penetration,Jaipur,"Jaipur (RJ), Kishangarh",300.0,250.0,9.0,
Indian Wire Products,Steel & Metals,Steel Wire Products,Multi,Penetration,Salem,Salem (TN),180.0,220.0,9.0,
Zuari Seeds,Agriculture & Food,Seeds Planting Material,Multi,Penetration,Goa,Goa,600.0,250.0,9.0,
Tulasi Seeds,Agriculture & Food,Seeds Planting Material,Cotton,Penetration,Guntur,Guntur (AP),600.0,250.0,9.0,
Sagar Cement (Buyer),Building & Construction,Gypsum Plaster,Buyer,Penetration,Hyderabad,Andhra Pradesh,0.0,0.0,9.0,
Revolt Motors,Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Gurugram,Manesar (HR),300.0,200.0,9.0,
Shoe Manufacturers,Chemicals & Petrochemicals,Adhesives Sealants,Footwear,Penetration,,"Agra, Chennai, Delhi",500.0,3000.0,9.0,
Prestige Estates,Building & Construction,Gypsum Plaster,Real Estate,Penetration,Bangalore,South India,0.0,0.0,9.0,
EuroChem India,Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Delhi,,600.0,80.0,9.0,
Raw Pressery,FMCG & Consumer,Beverages,Cold-Pressed,Penetration,Mumbai,Mumbai,150.0,250.0,9.0,
Zepto,E-commerce & Retail,Ecommerce Retail,Quick Commerce,Penetration,Mumbai,All metros,5000.0,8000.0,9.0,
Preet Tractors,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Nabha,Nabha (PB),350.0,600.0,9.0,
Coromandel (PG),Building & Construction,Gypsum Plaster,Byproduct,Penetration,Hyderabad,"Vizag, Kakinada",70.0,30.0,9.0,
Kisan Mouldings,Chemicals & Petrochemicals,Adhesives Sealants,Buyer,Penetration,Mumbai,"Silvassa, Mumbai",2500.0,1200.0,9.0,
Laticrete India,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,,Chennai,400.0,200.0,9.0,
Lavish Granites,Building & Construction,Stone Aggregates,Granite,Expansion,Bangalore,Bangalore (KA),300.0,350.0,9.0,
Momentive (India),Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,,Bangalore,400.0,150.0,9.0,
Shin-Etsu (India),Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,Mumbai,Gujarat,400.0,150.0,9.0,
Cochin Rubber,Chemicals & Petrochemicals,Rubber Latex,Plantation,Penetration,Kochi,Kerala estates,300.0,3000.0,9.0,
Choksey Chemicals,Chemicals & Petrochemicals,Adhesives Sealants,Sealants,Expansion,Mumbai,"Mumbai (MH), Vapi (GJ)",400.0,250.0,9.0,
Biltech Building,Building & Construction,Ash Infrastructure,User - AAC,Penetration,Kolkata,"Kolkata, Haldia",,400.0,9.0,
Dalmia OCL,Building & Construction,Refractories,Cement,Expansion,Kolkata,"Rajgangpur (OD), Bhilai (CG)",600.0,,9.0,
Oberoi Realty,Building & Construction,Stone Aggregates,Real Estate,Penetration,Mumbai,Mumbai,0.0,0.0,9.0,
ACE Tractors,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Faridabad,Faridabad (HR),300.0,400.0,9.0,
Sigma Minerals,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Bhiwadi,Bhiwadi (RJ),350.0,250.0,8.5,
Asbury Carbons India,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Expansion,,Mumbai,500.0,150.0,8.0,
India Carbon,Chemicals & Petrochemicals,Graphite Carbon,Producer,Penetration,Guwahati,Guwahati (AS),500.0,300.0,8.0,
Aashirwad Pipes,Building & Construction,Pipes Fittings,PVC,Penetration,Ludhiana,Ludhiana (PB),200.0,250.0,8.0,
RPM India,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,,Mumbai,350.0,180.0,8.0,
Kamachi Industries,Steel & Metals,Ferro Alloys,Multi,Penetration,Chennai,Sathyamangalam (TN),200.0,250.0,8.0,
Royal Pipes,Building & Construction,Pipes Fittings,PVC,Penetration,Ahmedabad,Ahmedabad (GJ),180.0,220.0,8.0,
K.C. Das (Bengal),FMCG & Consumer,Dairy Products,Sweets,Penetration,Kolkata,Kolkata (WB),500.0,400.0,8.0,
Black Cat Carbon,Chemicals & Petrochemicals,Graphite Carbon,Carbon Black,Penetration,Katni,Katni (MP),500.0,200.0,8.0,
Nykaa,E-commerce & Retail,Ecommerce Retail,Beauty/Fashion,Penetration,Mumbai,"Mumbai, Delhi, Bangalore",6500.0,3500.0,8.0,
MSP Steel (Ferro),Steel & Metals,Ferro Alloys,Captive,Penetration,Raipur,Raigarh (CG),200.0,150.0,8.0,
Prism Cement (AAC),Building & Construction,Blocks Bricks,AAC,Penetration,Delhi,Satna (MP),150.0,200.0,8.0,
ITC Dairy,FMCG & Consumer,Dairy Products,New Entry,Penetration,Kolkata,Munger (BH),500.0,200.0,8.0,
Arun Ice Cream,FMCG & Consumer,Dairy Products,Ice Cream,Penetration,Chennai,"Chennai (TN), Kochi (KL)",600.0,300.0,8.0,
Oerlikon (Gypsum),Building & Construction,Gypsum Plaster,Industrial,Penetration,,Bangalore,300.0,120.0,8.0,
Elkem (Silicone),Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,Norway,Mumbai,300.0,120.0,8.0,
Mohit Sai AAC,Building & Construction,Blocks Bricks,AAC,Penetration,Hyderabad,"Hyderabad (TS), Vizag",150.0,200.0,8.0,
Grasim (Pipes),Building & Construction,Pipes Fittings,UPVC,Penetration,Mumbai,Nagda (MP),200.0,150.0,8.0,
Varun Industries,Steel & Metals,Steel Pipes Tubes,ERW,Penetration,Surat,Surat (GJ),600.0,300.0,8.0,
BPL Recycling,Steel & Metals,Metal Scrap,E-Waste,Penetration,Mumbai,Mumbai,200.0,150.0,8.0,
Southern Ferro,Steel & Metals,Ferro Alloys,Silico Mn,Penetration,Hyderabad,Kurnool (AP),180.0,200.0,8.0,
Nova Iron & Steel,Steel & Metals,Ferro Alloys,Multi,Penetration,Rourkela,Rourkela (OD),180.0,200.0,8.0,
Rathi Steel (Ferro),Steel & Metals,Ferro Alloys,Multi,Penetration,Delhi,Ghaziabad (UP),200.0,250.0,8.0,
India Cements (AAC),Building & Construction,Blocks Bricks,AAC,Penetration,Chennai,Chilamkur (AP),150.0,200.0,8.0,
Vimax Crop Science,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Ahmedabad,Ahmedabad (GJ),200.0,200.0,8.0,
Jain Irrigation (Stone),Building & Construction,Stone Aggregates,Fabricator,Penetration,Jalgaon,Jalgaon (MH),300.0,200.0,8.0,
IKEA India,E-commerce & Retail,Ecommerce Retail,Home Retail,Penetration,Hyderabad,"Hyderabad, Mumbai, Bangalore",2500.0,4000.0,8.0,
Vardhman Special,Steel & Metals,Steel Semi Finished,Auto,Penetration,Ludhiana,Ludhiana (PB),800.0,400.0,8.0,
TISCO Gases,Chemicals & Petrochemicals,Industrial Gases,Captive,Penetration,Jamshedpur,"Jamshedpur, Kalinganagar",250.0,150.0,8.0,
Usha Martin (Ferro),Steel & Metals,Ferro Alloys,Captive,Penetration,Kolkata,Ranchi (JH),200.0,150.0,8.0,
Champion Wire Industries,Steel & Metals,Steel Wire Products,Spring,Penetration,Rajkot,Rajkot (GJ),150.0,200.0,8.0,
Fratelli Wines,FMCG & Consumer,Beverages,Wine,Penetration,Mumbai,Solapur (MH),200.0,200.0,8.0,
Shoppers Stop,E-commerce & Retail,Ecommerce Retail,Fashion Retail,Penetration,Mumbai,Pan-India,4500.0,10000.0,8.0,
Shriram Oxygen,Chemicals & Petrochemicals,Industrial Gases,Medical,Penetration,Delhi,North India,180.0,200.0,8.0,
Kals Beverages,FMCG & Consumer,Beverages,Soft Drinks,Penetration,Chennai,"Hosur (TN), Tiruvallur (TN), Chennai",200.0,800.0,8.0,
Sunrise Glass,Building & Construction,Glass Glazing,Container,Penetration,Nashik,Nashik (MH),150.0,180.0,8.0,
Rathi Steel & Power,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Ghaziabad,Ghaziabad (UP),200.0,150.0,8.0,
Adarsh Kanch (Firozabad),Building & Construction,Glass Glazing,Decorative,Penetration,Firozabad,Firozabad (UP),150.0,200.0,8.0,
Metro Cash & Carry,E-commerce & Retail,Ecommerce Retail,B2B Wholesale,Expansion,Bangalore,Pan-India,8500.0,5000.0,8.0,
Shinto India,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Pune,Pune (MH),200.0,150.0,8.0,
Perma Construction,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Expansion,Mumbai,Thane (MH),300.0,180.0,8.0,
VNR Seeds,Agriculture & Food,Seeds Planting Material,Vegetable,Penetration,Raipur,Raipur (CG),500.0,200.0,8.0,
Mesco Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Kolkata,Rourkela (OD),900.0,400.0,8.0,
MYK Laticrete,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,,Bangalore,300.0,150.0,8.0,
Kingfisher (UB Water),FMCG & Consumer,Beverages,Water,Penetration,Bangalore,Pan-India,200.0,300.0,8.0,
Megaflow Pipes,Building & Construction,Pipes Fittings,HDPE,Penetration,Bangalore,Bangalore (KA),200.0,250.0,8.0,
State Agri Universities,Agriculture & Food,Seeds Planting Material,Research,Penetration,,Pan-India,500.0,2000.0,8.0,
Georgia Pacific,Building & Construction,Gypsum Plaster,Boards,Penetration,Bangalore,,400.0,100.0,8.0,
SM Ferrous,Steel & Metals,Ferro Alloys,Multi,Penetration,Raipur,Durg (CG),200.0,250.0,8.0,
Big Basket (Agri),Agriculture & Food,Seeds Planting Material,D2C,Penetration,Bangalore,Metro hubs,500.0,300.0,8.0,
Pankaj Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,Raipur (CG),800.0,400.0,8.0,
Ecogreen Bricks,Building & Construction,Blocks Bricks,Fly Ash,Penetration,Chennai,"Chennai, Bangalore, Hyderabad",150.0,350.0,8.0,
Vinayak Industrial Gases,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Penetration,Raipur,"Chhattisgarh, MP",150.0,120.0,8.0,
Ganga Kaveri Seeds,Agriculture & Food,Seeds Planting Material,Multi,Penetration,Hyderabad,Hyderabad,500.0,200.0,8.0,
Suryoday Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,Bhilai (CG),800.0,400.0,8.0,
