Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority,tier0_score,tier0_tier
Ashok Leyland (Power Solutions),Auto & Engineering,Power Industrial Equipment,,Penetration,Chennai,,0.8001,,0.0,,40,high_priority
Luminous Power Technologies,Auto & Engineering,Auto Components Batteries,Batteries,Penetration,Gurgaon,,6000.0,,0.0,HIGH,40,high_priority
Greaves Cotton,Auto & Engineering,Power Industrial Equipment,,Penetration,Mumbai,,2500.0,,0.0,,40,high_priority
NRB Bearings,Auto & Engineering,Auto Components Batteries,,Penetration,Mumbai,,1200.0,,0.0,,40,high_priority
SRF (Tech Tex),FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Century Enka,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
SKF India,Auto & Engineering,Power Industrial Equipment,,Penetration,Pune,,4800.0,,0.0,,40,high_priority
JCT Ltd,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Schaeffler India,Auto & Engineering,Power Industrial Equipment,,Penetration,Pune,,7500.0,,0.0,,40,high_priority
Shoppers Stop,E-commerce & Retail,Ecommerce Retail,Fashion Retail,Penetration,Mumbai,Pan-India,4500.0,10000.0,8.0,,40,high_priority
Garden Silk Mills,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Crompton Greaves Consumer,Auto & Engineering,Power Industrial Equipment,,Penetration,Mumbai,,7500.0,,0.0,,40,high_priority
Filatex India,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Indorama Synthetics,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
UFLEX (Packaging),FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Cosmo Films,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Garware Technical,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Cantabil Retail,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Diamond Cables,Auto & Engineering,Wires Cables,,Penetration,,,,,0.0,,40,high_priority
Supreme Nonwoven,FMCG & Consumer,Textiles Apparel,,Penetration,,,,,0.0,,40,high_priority
Hindustan Coca-Cola,FMCG & Consumer,Beverages,,Penetration,,,,,0.0,,40,high_priority
Timken India,Auto & Engineering,Power Industrial Equipment,,Penetration,Bengaluru,,2800.0,,0.0,,40,high_priority
L&T Infrastructure,Building & Construction,Ash Infrastructure,User - Roads,Penetration,Mumbai,Pan-India projects,,10000.0,12.0,,40,high_priority
Kirloskar Brothers,Auto & Engineering,Power Industrial Equipment,,Penetration,Pune,,5000.0,,0.0,,40,high_priority
NALCO,Building & Construction,Ash Infrastructure,Generator (Captive),Penetration,Bhubaneswar,Angul (OD),,6000.0,12.0,,40,high_priority
KSB India,Auto & Engineering,Power Industrial Equipment,,Penetration,Pune,,2533.0,,0.0,,40,high_priority
Haifa India,Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Mumbai,,800.0,100.0,11.0,,40,high_priority
Lear Corporation India,Auto & Engineering,Auto Components Batteries,Seating,Penetration,Pune,,2500.0,,0.0,MEDIUM,40,high_priority
Electrosteel,Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Kolkata,Bokaro (JH),0.0,0.0,12.0,,40,high_priority
Ingersoll Rand India,Auto & Engineering,Power Industrial Equipment,,Penetration,Ahmedabad,,1336.0,,0.0,,40,high_priority
Blinkit (Zomato),E-commerce & Retail,Ecommerce Retail,Quick Commerce,Penetration,Gurugram,All metros,8000.0,15000.0,12.0,,40,high_priority
ELGi Equipments,Auto & Engineering,Power Industrial Equipment,,Penetration,Coimbatore,,3510.0,,0.0,,40,high_priority
Inox Wind,Auto & Engineering,Power Industrial Equipment,,Penetration,Noida,,3702.0,,0.0,,40,high_priority
Trent (Westside),E-commerce & Retail,Ecommerce Retail,Fashion Retail,Penetration,Mumbai,Pan-India,8000.0,12000.0,12.0,,40,high_priority
Tata Power Renewable,Auto & Engineering,Power Industrial Equipment,,Penetration,Mumbai,,6000.0,,0.0,,40,high_priority
Siemens Gamesa India,Auto & Engineering,Power Industrial Equipment,,Penetration,Chennai,,0.3,,0.0,,40,high_priority
Vestas India,Auto & Engineering,Power Industrial Equipment,,Penetration,Chennai,,0.2,,0.0,,40,high_priority
DLF (Buyer),Chemicals & Petrochemicals,Adhesives Sealants,Real Estate,Penetration,Gurugram,NCR,0.0,0.0,12.0,,40,high_priority
Log9 Materials,Auto & Engineering,Auto Components Batteries,,Penetration,Bangalore,,200.0,,0.0,,40,high_priority
LM Wind Power (GE),Auto & Engineering,Power Industrial Equipment,,Penetration,Vadodara,,0.15,,0.0,,40,high_priority
JSPL (Captive),Building & Construction,Ash Infrastructure,Generator,Penetration,Delhi,"Angul (OD), Raigarh (CG)",,1500.0,12.0,,40,high_priority
Magicrete Building,Building & Construction,Ash Infrastructure,User - AAC,Penetration,Mumbai,"Panvel, Surat, Hyderabad",,600.0,12.0,,40,high_priority
Atlas Copco India,Auto & Engineering,Power Industrial Equipment,,Penetration,Pune,,0.35,,0.0,,40,high_priority
Wakefit,Building & Construction,Furniture Wood,D2C,Expansion,Bangalore,"Bangalore, Jodhpur",1200.0,1000.0,31.0,,40,high_priority
Knauf India,Building & Construction,Gypsum Plaster,Boards,Expansion,Mumbai,"Bhuj (GJ), Raipur (CG)",1200.0,600.0,30.0,,40,high_priority
Kalpataru O&G,Energy & Fuel,Oil Gas Services,EPC,Penetration,Mumbai,Pan-India,3500.0,1500.0,52.0,,40,high_priority
ACC Ltd,Building & Construction,Ash Infrastructure,User,Penetration,Mumbai,Pan-India,,6000.0,53.0,,40,high_priority
Afcons Infrastructure,Steel & Metals,Steel Structural,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,53.0,,40,high_priority
Megha Engineering,Steel & Metals,Steel Pipes Tubes,EPC,Penetration,Hyderabad,Pan-India,0.0,0.0,53.0,,40,high_priority
MRPL (ONGC),Energy & Fuel,Bitumen,Refinery,Expansion,Mangalore,Mangalore (KA),3000.0,800.0,53.0,,40,high_priority
Girnar Tea,Agriculture & Food,Tea Plantation,Tea,Expansion,Ahmedabad,"Ahmedabad, Gujarat",500.0,600.0,20.0,,40,high_priority
Pranav Agro,Agriculture & Food,Animal Feed,Poultry,Penetration,Pune,"Pune (MH), Sholapur",800.0,1200.0,20.0,,40,high_priority
Punj Lloyd,Energy & Fuel,Oil Gas Services,EPC,Penetration,Delhi,Pan-India,2000.0,1500.0,36.0,,40,high_priority
Rasi Seeds,Agriculture & Food,Seeds Planting Material,Hybrid,Expansion,Attur,"Attur (TN), Bellary (KA)",2200.0,900.0,26.0,,40,high_priority
Halliburton India,Energy & Fuel,Oil Gas Services,Services,Penetration,Mumbai,Pan-India,3000.0,1200.0,52.0,,40,high_priority
Wipro Furniture,Building & Construction,Furniture Wood,Office,Expansion,Bangalore,"Bangalore, Hyderabad",600.0,800.0,20.0,,40,high_priority
Hindustan Colas,Energy & Fuel,Bitumen,PMB/Emulsion,Expansion,Delhi,Pan-India (JV with Colas France),1200.0,800.0,41.0,,40,high_priority
Thermax (O&G),Energy & Fuel,Oil Gas Services,Equipment,Penetration,Pune,"Pune, Vadodara",3000.0,1500.0,52.0,,40,high_priority
Duncans Industries,Agriculture & Food,Tea Plantation,Tea,Penetration,Kolkata,"Assam, Dooars",500.0,10000.0,20.0,,40,high_priority
Jindal Power,Energy & Fuel,Coal Fuel,Power,Penetration,Delhi,Tamnar (CG),6000.0,1500.0,39.0,,40,high_priority
State Seeds Corp,Agriculture & Food,Seeds Planting Material,PSU,Penetration,,State-wise,3000.0,5000.0,39.0,,40,high_priority
Professional Couriers,General,General Cargo,Courier,Penetration,Bangalore,Pan-India,800.0,8000.0,26.0,,40,high_priority
Apar Industries,Energy & Fuel,Lubricants,Specialty,Expansion,Mumbai,"Mumbai, Silvassa",800.0,600.0,26.0,,40,high_priority
Sika India (Waterproof),Energy & Fuel,Bitumen,Waterproofing,Penetration,Zurich,"Bangalore, Ahmedabad, Kolkata",800.0,600.0,30.0,,40,high_priority
Kwality Feeds,Agriculture & Food,Animal Feed,Cattle,Expansion,Karnal,"Karnal (HR), Rohtak",800.0,600.0,20.0,,40,high_priority
Balmer Lawrie,General,General Cargo,3PL,Penetration,Kolkata,Pan-India,600.0,1500.0,25.0,,40,high_priority
Garden Reach,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Kolkata,Kolkata,0.0,0.0,27.0,,40,high_priority
Pioneer Agro,Agriculture & Food,Animal Feed,Poultry,Penetration,Namakkal,"Namakkal (TN), Erode",1200.0,2000.0,28.0,,40,high_priority
Synthite Industries,Agriculture & Food,Tea Plantation,Spices,Penetration,Cochin,"Cochin (KL), Bangalore",2500.0,3000.0,66.0,,40,high_priority
Tata Projects,Steel & Metals,Steel Structural,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,60.0,,40,high_priority
Cochin Shipyard,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Kochi,Kochi,0.0,0.0,30.0,,40,high_priority
McDonald's (Hardcastle),FMCG & Consumer,Dairy Products,QSR,Penetration,Mumbai,Pan-India,0.0,0.0,18.0,,40,high_priority
Greenko,Energy & Fuel,Solar Renewable,IPP,Penetration,Hyderabad,Pan-India,8000.0,2500.0,65.0,,40,high_priority
Tata Power (Cables),Auto & Engineering,Wires Cables,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,65.0,,40,high_priority
Ambuja Cement,Building & Construction,Ash Infrastructure,User,Penetration,Mumbai,Pan-India,,5000.0,63.0,,40,high_priority
Everest Masala,Agriculture & Food,Tea Plantation,Spices,Penetration,Mumbai,"Mumbai (MH), Baddi",2200.0,3000.0,63.0,,40,high_priority
JSPL (Buyer),Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Delhi,"Angul, Raigarh",0.0,0.0,29.0,,40,high_priority
Shapoorji Pallonji,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Mumbai,Pan-India,0.0,0.0,18.0,,40,high_priority
Maruti (Scrap Buyer),Steel & Metals,Metal Scrap,Auto,Penetration,Gurugram,"Gurgaon, Manesar",0.0,0.0,23.0,,40,high_priority
NMCG (Ganga),Steel & Metals,Steel Pipes Tubes,Buyer,Penetration,Delhi,Ganga basin states,0.0,0.0,60.0,,40,high_priority
IG International,Agriculture & Food,Agri Produce Perishables,Fruits Import/Export,Expansion,Mumbai,"Vashi (MH), Delhi, Chennai",1200.0,500.0,58.0,,40,high_priority
L&T (Pipelines),Steel & Metals,Steel Pipes Tubes,EPC,Penetration,Mumbai,Pan-India,0.0,0.0,60.0,,40,high_priority
McDonald's (Buyer),FMCG & Consumer,Food Processing,QSR,Penetration,Mumbai,Pan-India,0.0,0.0,60.0,,40,high_priority
Dalmia Cement (Fuel),Energy & Fuel,Coal Fuel,Cement,Penetration,Delhi,Pan-India,6000.0,1500.0,39.0,,40,high_priority
Stone India,Building & Construction,Stone Aggregates,Granite,Expansion,Hyderabad,"Hyderabad (TS), Bangalore",600.0,700.0,19.0,,40,high_priority
Reliance Industries,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Mumbai,"Jamnagar, Dahej",0.0,0.0,60.0,,40,high_priority
Harrisons Malayalam,Agriculture & Food,Tea Plantation,Tea/Rubber,Penetration,Kochi,"Kerala, TN",1200.0,15000.0,36.0,,40,high_priority
Shadowfax,General,General Cargo,E-commerce,Penetration,Bangalore,Pan-India,1500.0,10000.0,58.0,,40,high_priority
Agility Logistics,General,General Cargo,3PL,Penetration,Kuwait,Pan-India,1500.0,1500.0,58.0,,40,high_priority
Gateway Distriparks,General,General Cargo,Rail/Road,Penetration,Mumbai,Pan-India,1500.0,1500.0,58.0,,40,high_priority
Nuvoco (RMC),Building & Construction,Stone Aggregates,Aggregates,Penetration,Mumbai,Pan-India,2000.0,1200.0,50.0,,40,high_priority
Snowman Logistics,General,General Cargo,Cold Chain,Penetration,Mumbai,Pan-India,500.0,1500.0,25.0,,40,high_priority
Reliance Power,Energy & Fuel,Coal Fuel,Power,Penetration,Mumbai,"Sasan (MP), Butibori (MH)",8000.0,2000.0,50.0,,40,high_priority
Dilip Buildcon,Steel & Metals,Steel Structural,Buyer,Penetration,Bhopal,Pan-India projects,0.0,0.0,42.0,,40,high_priority
Thermax,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Pune,Pune,0.0,0.0,23.0,,40,high_priority
Simhapuri Agro,Agriculture & Food,Animal Feed,Poultry,Penetration,Ongole,"Ongole (AP), Vijayawada",1000.0,1500.0,24.0,,40,high_priority
Jain Irrigation (Fresh),Agriculture & Food,Agri Produce Perishables,Fruits,Expansion,Jalgaon,"Jalgaon (MH), Chittoor (AP)",800.0,1000.0,41.0,,40,high_priority
Kisan Mouldings,Building & Construction,Pipes Fittings,PVC,Penetration,Delhi,"Silvassa, Jammu, Sikkim",800.0,1000.0,23.0,,40,high_priority
Agarwal Packers,General,General Cargo,Relocation,Penetration,Hyderabad,Pan-India,800.0,5000.0,23.0,,40,high_priority
Reliance Industries (Scrap),Steel & Metals,Metal Scrap,Industrial,Penetration,Mumbai,"Jamnagar, Dahej",0.0,0.0,24.0,,40,high_priority
Srinivasa Hatcheries,Agriculture & Food,Animal Feed,Poultry,Penetration,Rajahmundry,"Rajahmundry (AP), Hyderabad",2000.0,4000.0,41.0,,40,high_priority
Tata Metaliks (DI),Building & Construction,Pipes Fittings,DI Pipes,Penetration,Kolkata,Kharagpur (WB),2000.0,1500.0,46.0,,40,high_priority
Tata Projects,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Mumbai,Pan-India,0.0,0.0,23.0,,40,high_priority
Apeejay Tea,Agriculture & Food,Tea Plantation,Tea,Penetration,Kolkata,"Assam, Darjeeling",600.0,12000.0,23.0,,40,high_priority
STP Ltd,Energy & Fuel,Bitumen,Emulsion,Expansion,Ahmedabad,"Ahmedabad (GJ), Vadodara, Mumbai",500.0,400.0,20.0,,40,high_priority
Paint Companies,Chemicals & Petrochemicals,Acids Solvents,Buyers,Penetration,,Pan-India,0.0,0.0,46.0,,40,high_priority
Olam Spices,Agriculture & Food,Tea Plantation,Spices,Penetration,Singapore,"Cochin (KL), Vizag",1500.0,1200.0,46.0,,40,high_priority
ITC (Tea),Agriculture & Food,Tea Plantation,Tea,Penetration,Kolkata,"Assam, West Bengal",1500.0,2000.0,46.0,,40,high_priority
Schott Glass India,Building & Construction,Glass Glazing,Specialty,Expansion,Pune,"Jambusar (GJ), Hyderabad (TS)",1200.0,800.0,42.0,,40,high_priority
Balco (Vedanta),Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Delhi,Korba (CG),0.0,0.0,23.0,,40,high_priority
MTR Foods,Agriculture & Food,Tea Plantation,Spices/RTC,Penetration,Bangalore,"Bangalore (KA), Pune",1500.0,2000.0,46.0,,40,high_priority
Kalpataru Projects,Steel & Metals,Steel Structural,Buyer,Penetration,Mumbai,Pan-India projects,0.0,0.0,45.0,,40,high_priority
Essel Mining,Energy & Fuel,Coal Fuel,Mining,Penetration,Mumbai,"Jharkhand, Odisha",5000.0,2000.0,44.0,,40,high_priority
Society Tea,Agriculture & Food,Tea Plantation,Tea,Expansion,Mumbai,"Mumbai, Maharashtra",600.0,800.0,23.0,,40,high_priority
Vedanta Aluminium,Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Delhi,"Jharsuguda, Korba",0.0,0.0,46.0,,40,high_priority
FM Logistic,General,General Cargo,Warehousing/3PL,Penetration,,Pan-India,1200.0,3000.0,46.0,,40,high_priority
Tata Motors (Scrap),Steel & Metals,Metal Scrap,Auto,Penetration,Mumbai,"Pune, Jamshedpur",0.0,0.0,21.0,,40,high_priority
NCC Ltd,Steel & Metals,Steel Structural,Buyer,Penetration,Hyderabad,Pan-India projects,0.0,0.0,33.0,,40,high_priority
Asian Bitumen,Energy & Fuel,Bitumen,Trading,Expansion,Mumbai,"Kandla, Mumbai, Chennai",600.0,200.0,25.0,,40,high_priority
GrafTech India,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Penetration,,,2000.0,100.0,21.0,,40,high_priority
RINL (Coal),Energy & Fuel,Coal Fuel,Steel,Penetration,Vizag,Vizag linkage,8000.0,2000.0,50.0,,40,high_priority
UltraTech RMC,Building & Construction,Blocks Bricks,Concrete,Penetration,Mumbai,Pan-India,800.0,1500.0,36.0,,40,high_priority
Shree Maruti Courier,General,General Cargo,Courier,Penetration,Ahmedabad,Pan-India,600.0,4000.0,21.0,,40,high_priority
Gem Granites,Building & Construction,Stone Aggregates,Granite,Expansion,Bangalore,"Bangalore (KA), Hosur",800.0,1000.0,25.0,,40,high_priority
Ashoka Buildcon,Steel & Metals,Steel Structural,Buyer,Penetration,Nashik,Pan-India projects,0.0,0.0,37.0,,40,high_priority
Godrej & Boyce,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Mumbai,Mumbai,0.0,0.0,21.0,,40,high_priority
USG Boral,Building & Construction,Gypsum Plaster,Boards,Expansion,Gurugram,"Khushkhera (RJ), Pune (MH)",1500.0,800.0,37.0,,40,high_priority
India Cements,Building & Construction,Ash Infrastructure,User,Penetration,Chennai,South India,,5000.0,35.0,,40,high_priority
Ramco Cement,Building & Construction,Ash Infrastructure,User,Penetration,Chennai,South India,,4000.0,31.0,,40,high_priority
Gujarat Borosil,Building & Construction,Glass Glazing,Scientific,Expansion,Mumbai,"Bharuch (GJ), Hyderabad (TS)",500.0,600.0,21.0,,40,high_priority
Aditya Birla (Chemicals),Energy & Fuel,Coal Fuel,Industrial,Penetration,Mumbai,"Grasim, Indo Gulf",5000.0,1500.0,34.0,,40,high_priority
Rivigo,General,General Cargo,Technology,Penetration,Gurugram,Pan-India,1200.0,2000.0,49.0,,40,high_priority
JSW Steel (Buyer),Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Mumbai,"Dolvi, Vijayanagar",0.0,0.0,34.0,,40,high_priority
CPCL (IOCL),Energy & Fuel,Bitumen,Refinery,Penetration,Chennai,Chennai (TN),2500.0,1200.0,47.0,,40,high_priority
NCC (Pipelines),Steel & Metals,Steel Pipes Tubes,EPC,Penetration,Hyderabad,Pan-India,0.0,0.0,37.0,,40,high_priority
Eastern Condiments,Agriculture & Food,Tea Plantation,Spices,Penetration,Kochi,"Kochi (KL), Thrissur",1200.0,1500.0,41.0,,40,high_priority
Skylark Hatcheries,Agriculture & Food,Animal Feed,Poultry,Penetration,Pune,"Pune (MH), Raipur (CG)",1500.0,2500.0,33.0,,40,high_priority
OCP India,Chemicals & Petrochemicals,Fertilizers,Import,Penetration,Mumbai,Port operations,8000.0,100.0,65.0,,40,high_priority
ONGC (Scrap),Steel & Metals,Metal Scrap,Industrial,Penetration,Delhi,Pan-India,0.0,0.0,18.0,,40,high_priority
Steel Companies,Chemicals & Petrochemicals,Acids Solvents,Buyers,Penetration,,Pan-India,0.0,0.0,40.0,,40,high_priority
L&T (Buyer),Steel & Metals,Steel Flats Longs,EPC,Penetration,Mumbai,Pan-India projects,0.0,0.0,90.0,,40,high_priority
Classic Marble,Building & Construction,Stone Aggregates,Marble,Expansion,Kishangarh,"Kishangarh (RJ), Udaipur",500.0,600.0,16.0,,40,high_priority
UltraTech RMC,Building & Construction,Stone Aggregates,Aggregates,Penetration,Mumbai,Pan-India,4000.0,2500.0,91.0,,40,high_priority
India Post (Speed Post),General,General Cargo,Government,Penetration,Delhi,Pan-India,5000.0,500000.0,90.0,,40,high_priority
Shyam Metalics,Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Kolkata,"Sambalpur, Jamuria",0.0,0.0,17.0,,40,high_priority
CAMPCO,Agriculture & Food,Tea Plantation,Coffee/Cocoa,Penetration,Mangalore,"Karnataka, Kerala",800.0,1500.0,30.0,,40,high_priority
ONGC (Pipes),Steel & Metals,Steel Pipes Tubes,Buyer,Penetration,Delhi,Offshore/Onshore,0.0,0.0,90.0,,40,high_priority
Blue Dart (DHL),General,General Cargo,Express,Penetration,Mumbai,Pan-India,5000.0,12000.0,90.0,,40,high_priority
Mahindra (Scrap),Steel & Metals,Metal Scrap,Auto,Penetration,Mumbai,"Nashik, Chennai",0.0,0.0,17.0,,40,high_priority
Airtel (Fiber),Auto & Engineering,Wires Cables,Buyer,Penetration,Delhi,Pan-India,0.0,0.0,90.0,,40,high_priority
Schneider Electric,Energy & Fuel,Solar Renewable,BoS,Penetration,Bangalore,"Bangalore (KA), Chennai (TN)",3000.0,1200.0,87.0,,40,high_priority
GMR Energy,Building & Construction,Ash Infrastructure,Generator,Penetration,Delhi,"Warora (MH), Kamalanga (OD)",,2000.0,16.0,,40,high_priority
Gayatri Projects,Energy & Fuel,Bitumen,Roads,Penetration,Hyderabad,Pan-India projects,3500.0,3000.0,86.0,,40,high_priority
Petrofac India,Energy & Fuel,Oil Gas Services,EPC,Penetration,,Pan-India,8000.0,2000.0,85.0,,40,high_priority
Nestle India (Coffee),Agriculture & Food,Tea Plantation,Coffee,Penetration,Gurugram,"Nanjangud (KA), Moga (PB)",3000.0,1500.0,83.0,,40,high_priority
Ecom Express,General,General Cargo,E-commerce,Penetration,Delhi,Pan-India,2500.0,15000.0,83.0,,40,high_priority
Rajasthan State Mines,Building & Construction,Gypsum Plaster,Mining,Penetration,Jaipur,"Bikaner, Jodhpur belt",500.0,2000.0,18.0,,40,high_priority
Hindalco,Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Mumbai,"Renukoot, Hirakud",0.0,0.0,40.0,,40,high_priority
Kuehne+Nagel,General,General Cargo,3PL,Penetration,,Pan-India,2500.0,2000.0,83.0,,40,high_priority
Sterlite Grid,Auto & Engineering,Wires Cables,Buyer,Penetration,Delhi,Pan-India projects,0.0,0.0,80.0,,40,high_priority
Jodhpur Furniture Assn,Building & Construction,Furniture Wood,Traditional,Penetration,Jodhpur,Jodhpur (RJ),3000.0,15000.0,80.0,,40,high_priority
Jindal SAW (DI),Building & Construction,Pipes Fittings,DI Pipes,Penetration,Delhi,"Nagothane (MH), Mundra (GJ)",5000.0,4000.0,91.0,,40,high_priority
Fertilizer Companies,Chemicals & Petrochemicals,Acids Solvents,Buyers,Penetration,,Pan-India,0.0,0.0,92.0,,40,high_priority
Dutron Polymers,Building & Construction,Pipes Fittings,PVC,Expansion,Rajkot,"Rajkot (GJ), Dholka",500.0,600.0,17.0,,40,high_priority
